,TRTID10,state,county,tract,placefp10,cbsa10,metdiv10,ccflag10,POP00SF3,RUANC00,ITANC00,GEANC00,IRANC00,SCANC00,RUFB00,ITFB00,GEFB00,IRFB00,SCFB00,FB00,NAT00,N10IMM00,AG5UP00,OLANG00,LEP00,AG25UP00,HS00,COL00,AG15UP00,Mar-00,WDS00,CLF00,UNEMP00,DFLABF00,FLABF00,EMPCLF00,PROF00,MANUF00,SEMP00,AG18CV00,VET00,CNI16U00,DIS00,DPOV00,NPOV00,N65POV00,DFMPOV00,NFMPOV00,DWPOV00,NWPOV00,DBPOV00,NBPOV00,DNAPOV00,NNAPOV00,DHPOV00,NHPOV00,DAPOV00,NAPOV00,INCPC00,HU00SP,H30OLD00,OHU00SP,H10YRS00,DMULTI00,MULTI00,HINC00,HINCW00,HINCB00,HINCH00,HINCA00,MHMVAL00,MRENT00,HH00,HHW00,HHB00,HHH00,HHA00,geoid
44427,36047043900,NY,Kings County,Census Tract 439,51000,35620,35644,1,3733.0,8.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.0,604.0,735.0,3419.0,2749.0,908.0,2036.0,1642.0,86.0,2756.0,1045.0,600.0,1510.0,222.0,1376.0,718.0,1288.0,151.0,221.0,58.0,2554.0,100.0,2407.0,749.0,3727.0,965.0,66.0,862.0,180.0,43.0,15.0,545.0,69.0,0.0,0.0,2909.0,794.0,262.0,49.0,10481.0,1118.0,1085.0,1052.0,654.0,1118.0,1001.0,28092,23393,28542,28438,24090.90909,182500,666,1043.0,19.0,213.0,777.0,74.0,36047043900
44428,36047044000,NY,Kings County,Census Tract 440,51000,35620,35644,1,2726.0,266.0,297.0,20.0,12.0,0.0,147.0,51.0,24.0,0.0,0.0,1078.0,579.0,564.0,2472.0,1424.0,357.0,1673.0,986.0,322.0,2051.0,1373.0,251.0,937.0,42.0,1086.0,360.0,895.0,226.0,50.0,29.0,1960.0,97.0,1627.0,500.0,2726.0,579.0,93.0,726.0,127.0,2372.0,551.0,11.0,0.0,0.0,0.0,172.0,28.0,163.0,0.0,15816.0,992.0,937.0,947.0,526.0,992.0,662.0,30675,25726, ,50682,67500,350800,680,955.0,848.0,0.0,58.0,41.0,36047044000
44429,36047044100,NY,Kings County,Census Tract 441,51000,35620,35644,1,5630.0,8.0,167.0,19.0,61.0,0.0,0.0,31.0,0.0,25.0,0.0,2580.0,625.0,1248.0,5126.0,4187.0,1465.0,3121.0,2498.0,231.0,4123.0,1579.0,940.0,2341.0,316.0,2111.0,1092.0,2025.0,224.0,445.0,163.0,3883.0,78.0,3617.0,1022.0,5613.0,1966.0,232.0,1262.0,388.0,448.0,244.0,275.0,170.0,53.0,43.0,4213.0,1555.0,577.0,41.0,8268.0,1733.0,1398.0,1666.0,1141.0,1733.0,1676.0,22904,7734,11250,22759,34130.43478,206300,593,1672.0,175.0,132.0,1206.0,156.0,36047044100
44430,36047044200,NY,Kings County,Census Tract 442,51000,35620,35644,1,2769.0,216.0,123.0,15.0,19.0,0.0,105.0,48.0,15.0,0.0,0.0,877.0,521.0,331.0,2474.0,1151.0,257.0,1533.0,761.0,462.0,1995.0,1371.0,227.0,915.0,41.0,1030.0,394.0,874.0,357.0,67.0,135.0,1824.0,102.0,1543.0,406.0,2769.0,593.0,71.0,677.0,84.0,2537.0,515.0,0.0,0.0,0.0,0.0,62.0,0.0,122.0,72.0,14356.0,952.0,811.0,888.0,462.0,952.0,789.0,26912,29342, ,35795,17727.27273,388800,762,910.0,842.0,0.0,25.0,34.0,36047044200
44431,36047044300,NY,Kings County,Census Tract 443,51000,35620,35644,1,5180.0,0.0,232.0,41.0,21.0,12.0,16.0,137.0,0.0,0.0,0.0,2787.0,575.0,1600.0,4717.0,4042.0,1620.0,2954.0,2264.0,407.0,3840.0,1798.0,657.0,2230.0,261.0,1815.0,947.0,1969.0,341.0,368.0,121.0,3647.0,58.0,3506.0,1595.0,5145.0,1609.0,83.0,1212.0,299.0,360.0,58.0,184.0,45.0,52.0,22.0,3995.0,1310.0,414.0,68.0,16662.0,1721.0,1624.0,1600.0,1243.0,1721.0,1657.0,27965,21406,39028,28169,59545.45455,184900,617,1592.0,202.0,79.0,1126.0,131.0,36047044300
44432,36047044400,NY,Kings County,Census Tract 444,51000,35620,35644,1,3201.0,325.0,247.0,14.0,19.0,0.0,258.0,72.0,30.0,0.0,0.0,1314.0,717.0,571.0,2957.0,1702.0,342.0,1972.0,918.0,666.0,2477.0,1381.0,382.0,1129.0,97.0,1262.0,472.0,1032.0,484.0,45.0,122.0,2300.0,156.0,1836.0,612.0,3201.0,1022.0,124.0,775.0,106.0,2740.0,835.0,9.0,0.0,20.0,0.0,214.0,65.0,173.0,84.0,18230.0,1246.0,1121.0,1189.0,661.0,1246.0,1043.0,30693,31207,11250,20938,52916.66667,305600,707,1185.0,1066.0,5.0,55.0,33.0,36047044400
44433,36047044500,NY,Kings County,Census Tract 445,51000,35620,35644,1,4582.0,6.0,80.0,29.0,27.0,0.0,0.0,31.0,0.0,0.0,0.0,2231.0,593.0,1186.0,4156.0,3373.0,1129.0,2636.0,1900.0,366.0,3426.0,1681.0,540.0,1976.0,280.0,1695.0,882.0,1696.0,276.0,327.0,90.0,3276.0,158.0,3085.0,1335.0,4552.0,1358.0,50.0,1063.0,266.0,323.0,79.0,226.0,115.0,11.0,6.0,3026.0,1010.0,848.0,88.0,11984.0,1390.0,1255.0,1317.0,874.0,1390.0,1226.0,30417,21607,12000,26230,51538.46154,168200,593,1355.0,149.0,92.0,795.0,262.0,36047044500
44434,36047044600,NY,Kings County,Census Tract 446,51000,35620,35644,1,1813.0,200.0,476.0,14.0,56.0,6.0,61.0,105.0,0.0,0.0,0.0,823.0,388.0,434.0,1689.0,1018.0,249.0,1207.0,752.0,275.0,1418.0,811.0,231.0,767.0,36.0,772.0,353.0,731.0,195.0,66.0,30.0,1358.0,86.0,1100.0,299.0,1813.0,284.0,15.0,500.0,61.0,1111.0,72.0,45.0,20.0,0.0,0.0,238.0,45.0,390.0,147.0,16321.0,687.0,632.0,672.0,460.0,687.0,620.0,38698,46964,2499,41250,20312.5,312100,674,641.0,450.0,10.0,60.0,107.0,36047044600
44435,36047044700,NY,Kings County,Census Tract 447,51000,35620,35644,1,1806.0,0.0,51.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,150.0,339.0,1646.0,1285.0,483.0,1052.0,802.0,87.0,1337.0,535.0,251.0,622.0,88.0,648.0,302.0,534.0,86.0,117.0,13.0,1270.0,87.0,1184.0,548.0,1806.0,745.0,38.0,413.0,109.0,126.0,12.0,164.0,23.0,25.0,0.0,1535.0,717.0,0.0,0.0,8618.0,650.0,631.0,600.0,446.0,650.0,630.0,23250,30417,28889,18409, ,177800,538,584.0,75.0,64.0,438.0,0.0,36047044700
44436,36047044800,NY,Kings County,Census Tract 448,51000,35620,35644,1,1648.9292289999999,88.96538353,62.10328341,58.34479129,39.84475088,0.0,24.75857329,20.55168223,4.3620592060000005,0.0,0.0,606.8616953,275.89631180000003,283.2412648,1516.067291,740.5336857000001,140.7757602,1043.48156,505.9651403,407.6029186,1253.136524,678.1026363,218.60316180000004,700.4130535,86.86201870000001,589.4992312999999,268.74098210000005,613.5510349,225.03413109999997,55.87928665,39.49995959,1208.291775,59.72403741,1028.861046,329.7411432,1648.9292289999999,142.9308476,9.862018704,352.89606860000004,18.62067294,1382.998383,124.46534299999999,10.53441429,0.0,0.0,0.0,82.41370106,0.0,166.0,18.0,21812.55441,602.7061213999999,550.1717072,584.7751122000001,373.12030889999994,602.7061213999999,457.6890965,42191.74792,42703.5393, ,42808.53679,31428.57143,211343.7769,781.993074,611.6889342999999,538.6027584,0.0,32.62067294,40.0,36047044800
44437,36047044900,NY,Kings County,Census Tract 449,51000,35620,35644,1,2968.0,9.0,95.0,37.0,35.0,30.0,12.0,0.0,0.0,0.0,11.0,344.0,195.0,90.0,2751.0,1285.0,238.0,1827.0,1426.0,117.0,2292.0,565.0,569.0,1080.0,393.0,1249.0,533.0,687.0,134.0,59.0,9.0,2139.0,141.0,1993.0,686.0,2968.0,1391.0,59.0,728.0,310.0,278.0,25.0,1157.0,740.0,4.0,4.0,1494.0,574.0,15.0,8.0,12227.93677,1098.0,1033.0,1070.0,421.0,1098.0,1050.0,18073.56742,33133.375,11702.9604,19126.361, ,175839.6226,360.9293139,1068.0,176.0,404.0,482.0,0.0,36047044900
44438,36047045000,NY,Kings County,Census Tract 450,51000,35620,35644,1,1227.0707419999999,91.03461456,111.89671329999999,24.65520859,52.15524673,0.0,32.24142456,28.44831657,6.637940407,0.0,0.0,254.1383057,163.1036835,77.75873566,1137.932739,541.4663086,69.22423553,815.5184326,256.03485109999997,359.3970642,955.8634643999999,551.8973388999999,194.39683530000002,502.58694460000004,34.13798141,522.5007324,270.2590027,468.44894410000006,238.96586609999997,16.12071228,27.50004005,903.7081909,68.27596283,694.138916,160.2588501,1227.0707419999999,127.0691528,34.13798141,328.10391239999996,11.37932682,1100.001587,118.5346527,46.4655838,0.0,0.0,0.0,62.58629608,0.0,0.0,0.0,24720.99938,526.2938843000001,479.82827760000004,509.224884,258.8796997,526.2938843000001,379.3108826,48213.99878,44698.00138, ,80215, ,251000.0077,813.9999633,489.3110657,469.3972168000001,0.0,11.37932682,0.0,36047045000
44439,36047045200,NY,Kings County,Census Tract 452,51000,35620,35644,1,2880.0,147.0,102.0,17.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,566.0,413.0,138.0,2618.0,974.0,42.0,1601.0,605.0,628.0,2053.0,1317.0,247.0,956.0,47.0,1016.0,364.0,909.0,509.0,83.0,169.0,1884.0,121.0,1598.0,390.0,2880.0,346.0,58.0,683.0,36.0,2679.0,300.0,11.0,0.0,0.0,0.0,85.0,15.0,41.0,17.0,22889.0,983.0,869.0,951.0,435.0,983.0,775.0,45644,45682,85489,55341,33333.33333,358300,749,991.0,906.0,5.0,37.0,24.0,36047045200
44440,36047045300,NY,Kings County,Census Tract 453,51000,35620,35644,1,1630.0,6.0,2.0,10.0,31.0,0.0,0.0,0.0,0.0,6.0,0.0,663.0,119.0,346.0,1469.0,1280.0,496.0,864.0,635.0,86.0,1174.0,495.0,190.0,675.0,164.0,531.0,245.0,511.0,70.0,156.0,33.0,1114.0,43.0,1088.0,320.0,1625.0,744.0,28.0,344.0,133.0,137.0,81.0,58.0,24.0,53.0,0.0,1389.0,618.0,39.0,26.0,12619.0,477.0,467.0,431.0,307.0,477.0,477.0,25000,37875,68750,21979,22500,238200,531,460.0,49.0,6.0,383.0,15.0,36047045300
44441,36047045400,NY,Kings County,Census Tract 454,51000,35620,35644,1,2033.0,82.0,15.0,10.0,4.0,0.0,22.0,5.0,63.0,0.0,5.0,681.0,367.0,247.0,1738.0,776.0,164.0,1106.0,496.0,389.0,1466.0,859.0,159.0,641.0,46.0,733.0,252.0,595.0,309.0,23.0,70.0,1358.0,43.0,1152.0,323.0,2033.0,328.0,16.0,431.0,41.0,1717.0,235.0,0.0,0.0,0.0,0.0,62.0,48.0,238.0,45.0,16463.0,609.0,594.0,598.0,283.0,609.0,404.0,45735,46569, ,23750,37187.5,309700,648,536.0,466.0,0.0,20.0,45.0,36047045400
44442,36047045600,NY,Kings County,Census Tract 456,51000,35620,35644,1,2312.0,353.0,41.0,43.0,0.0,0.0,286.0,7.0,44.0,0.0,0.0,1181.0,523.0,769.0,2151.0,1380.0,260.0,1586.0,669.0,531.0,1905.0,1107.0,300.0,927.0,103.0,983.0,368.0,824.0,389.0,126.0,88.0,1801.0,81.0,1429.0,300.0,2312.0,313.0,44.0,602.0,37.0,1936.0,247.0,0.0,0.0,0.0,0.0,153.0,8.0,130.0,58.0,21191.0,936.0,878.0,886.0,471.0,936.0,783.0,34076,34049, ,32250,78125,400000,712,888.0,783.0,0.0,43.0,43.0,36047045600
44443,36047045800,NY,Kings County,Census Tract 458,51000,35620,35644,1,1556.0,40.0,22.0,7.0,15.0,0.0,16.0,0.0,14.0,0.0,0.0,249.0,229.0,45.0,1456.0,316.0,25.0,935.0,263.0,473.0,1107.0,704.0,131.0,541.0,23.0,556.0,209.0,518.0,264.0,10.0,102.0,1052.0,80.0,753.0,121.0,1556.0,62.0,50.0,356.0,0.0,1509.0,58.0,4.0,4.0,0.0,0.0,28.0,0.0,0.0,0.0,33141.0,536.0,483.0,536.0,205.0,536.0,263.0,64032,64474,3750,63750, ,393800,714,526.0,510.0,4.0,12.0,0.0,36047045800
44444,36047046000,NY,Kings County,Census Tract 460,51000,35620,35644,1,3668.0,452.0,124.0,5.0,35.0,16.0,343.0,11.0,20.0,0.0,7.0,2209.0,1021.0,1417.0,3422.0,2440.0,691.0,2397.0,1167.0,767.0,2864.0,1666.0,474.0,1423.0,78.0,1407.0,547.0,1345.0,465.0,71.0,156.0,2683.0,147.0,2244.0,880.0,3661.0,698.0,68.0,885.0,69.0,2095.0,284.0,193.0,9.0,7.0,0.0,283.0,9.0,874.0,354.0,15409.64558,1285.0,1152.0,1254.0,736.0,1285.0,1061.0,35082.93269,38085.95622,47372.38983,40735.29412,34632.1882,251988.8889,659.7142857,1248.0,868.0,59.0,68.0,206.0,36047046000
44445,36047046201,NY,Kings County,Census Tract 462.01,51000,35620,35644,1,2469.0,257.0,136.0,38.0,7.0,0.0,142.0,0.0,7.0,0.0,0.0,1084.0,526.0,556.0,2318.0,1352.0,251.0,1743.0,960.0,465.0,2042.0,1110.0,503.0,1088.0,75.0,1088.0,530.0,1013.0,436.0,61.0,112.0,1950.0,86.0,1480.0,336.0,2469.0,501.0,142.0,595.0,65.0,1888.0,307.0,67.0,67.0,0.0,0.0,170.0,53.0,234.0,51.0,20865.0,1093.0,822.0,1048.0,677.0,1093.0,958.0,25689,27625,4706,9423,52777.77778,148800,591,1079.0,844.0,30.0,100.0,65.0,36047046201
44446,36047046202,NY,Kings County,Census Tract 462.02,51000,35620,35644,1,1468.0,96.0,181.0,0.0,25.0,7.0,0.0,8.0,0.0,0.0,0.0,311.0,168.0,39.0,1351.0,704.0,106.0,868.0,476.0,205.0,1004.0,643.0,117.0,617.0,19.0,522.0,272.0,598.0,200.0,47.0,47.0,953.0,67.0,779.0,257.0,1468.0,380.0,22.0,363.0,47.0,1188.0,237.0,34.0,34.0,11.0,0.0,86.0,75.0,170.0,68.0,15915.0,487.0,414.0,463.0,219.0,487.0,259.0,45313,51333,2499,11071,24375,335200,784,455.0,380.0,13.0,38.0,26.0,36047046202
44447,36047046400,NY,Kings County,Census Tract 464,51000,35620,35644,1,2510.0,68.0,94.0,32.0,32.0,5.0,49.0,0.0,11.0,0.0,0.0,678.0,317.0,298.0,2185.0,1503.0,189.0,1184.0,726.0,186.0,1568.0,986.0,173.0,711.0,53.0,733.0,269.0,658.0,182.0,29.0,37.0,1426.0,52.0,1264.0,288.0,2510.0,825.0,60.0,499.0,109.0,2170.0,784.0,0.0,0.0,0.0,0.0,10.0,0.0,164.0,32.0,10563.0,709.0,666.0,649.0,324.0,709.0,404.0,35741,26940, ,31250,48636.36364,271000,724,626.0,541.0,0.0,6.0,42.0,36047046400
44448,36047046800,NY,Kings County,Census Tract 468,51000,35620,35644,1,936.0,47.0,237.0,6.0,0.0,8.0,4.0,27.0,0.0,0.0,0.0,254.0,177.0,130.0,826.0,440.0,50.0,543.0,337.0,108.0,700.0,432.0,98.0,375.0,6.0,393.0,208.0,369.0,78.0,29.0,28.0,662.0,65.0,573.0,114.0,936.0,62.0,20.0,257.0,6.0,837.0,62.0,0.0,0.0,0.0,0.0,43.0,0.0,56.0,0.0,18629.0,309.0,267.0,309.0,159.0,309.0,179.0,38950,39450, ,80124,16388.88889,269400,734,333.0,285.0,0.0,17.0,31.0,36047046800
44449,36047047000,NY,Kings County,Census Tract 470,51000,35620,35644,1,3066.0,51.0,229.0,0.0,0.0,44.0,0.0,58.0,35.0,0.0,0.0,744.0,588.0,205.0,2716.0,1764.0,128.0,1480.0,956.0,250.0,2007.0,1262.0,217.0,1069.0,28.0,1005.0,472.0,1041.0,454.0,94.0,182.0,1810.0,47.0,1584.0,269.0,3066.0,778.0,8.0,630.0,128.0,2853.0,663.0,0.0,0.0,0.0,0.0,85.0,8.0,11.0,0.0,18154.0,913.0,790.0,861.0,370.0,913.0,706.0,42663,44615, ,102264,12500,408600,645,821.0,768.0,0.0,7.0,11.0,36047047000
44450,36047047200,NY,Kings County,Census Tract 472,51000,35620,35644,1,3103.0,66.0,163.0,35.0,0.0,0.0,13.0,37.0,55.0,0.0,0.0,621.0,571.0,60.0,2786.0,1819.0,200.0,1331.0,668.0,455.0,1979.0,1229.0,143.0,792.0,32.0,981.0,326.0,760.0,337.0,34.0,132.0,1733.0,43.0,1489.0,171.0,3103.0,1049.0,58.0,674.0,129.0,2927.0,1021.0,0.0,0.0,0.0,0.0,50.0,6.0,0.0,0.0,15594.0,793.0,574.0,744.0,354.0,793.0,628.0,26953,28095, ,26250, ,390200,867,784.0,732.0,0.0,10.0,0.0,36047047200
44451,36047047400,NY,Kings County,Census Tract 474,51000,35620,35644,1,2983.0,95.0,66.0,68.0,18.0,0.0,59.0,9.0,62.0,0.0,0.0,801.0,549.0,279.0,2707.0,2097.0,219.0,1473.0,896.0,319.0,2044.0,1319.0,175.0,926.0,48.0,1029.0,367.0,878.0,412.0,69.0,176.0,1818.0,35.0,1575.0,249.0,2983.0,796.0,66.0,687.0,113.0,2786.0,744.0,0.0,0.0,0.0,0.0,58.0,29.0,0.0,0.0,19170.0,894.0,740.0,841.0,392.0,894.0,710.0,32606,32941, ,33594, ,404900,680,843.0,782.0,0.0,19.0,0.0,36047047400
44452,36047047600,NY,Kings County,Census Tract 476,51000,35620,35644,1,3811.0,101.0,85.0,19.0,89.0,0.0,51.0,9.0,50.0,0.0,0.0,945.0,651.0,188.0,3459.0,2630.0,202.0,1844.0,1052.0,426.0,2663.0,1601.0,287.0,1172.0,65.0,1349.0,501.0,1107.0,449.0,142.0,143.0,2388.0,36.0,2073.0,408.0,3811.0,1036.0,83.0,811.0,148.0,3536.0,961.0,20.0,7.0,0.0,0.0,50.0,9.0,133.0,50.0,12291.0,1083.0,820.0,1052.0,476.0,1083.0,859.0,27917,29063,36250,36250,14642.85714,339700,603,1090.0,990.0,6.0,24.0,35.0,36047047600
44453,36047047700,NY,Kings County,Census Tract 477,51000,35620,35644,1,2259.0,46.0,671.0,69.0,165.0,0.0,0.0,11.0,8.0,6.0,0.0,351.0,145.0,182.0,2154.0,873.0,88.0,1703.0,1037.0,412.0,1974.0,719.0,387.0,1115.0,103.0,989.0,518.0,1012.0,431.0,82.0,71.0,1926.0,174.0,1549.0,350.0,2259.0,551.0,102.0,518.0,73.0,1473.0,268.0,90.0,45.0,0.0,0.0,632.0,261.0,51.0,8.0,18988.0,1077.0,960.0,1023.0,539.0,1077.0,961.0,37863,41012,37321,21563,22500,209000,610,981.0,685.0,49.0,231.0,7.0,36047047700
44454,36047047800,NY,Kings County,Census Tract 478,51000,35620,35644,1,4916.0,210.0,258.0,23.0,98.0,0.0,104.0,49.0,0.0,0.0,0.0,1663.0,747.0,810.0,4398.0,3285.0,628.0,2495.0,1426.0,529.0,3321.0,1860.0,351.0,1715.0,147.0,1571.0,693.0,1568.0,507.0,139.0,125.0,2998.0,126.0,2824.0,581.0,4916.0,1480.0,36.0,1011.0,219.0,3180.0,1111.0,111.0,58.0,0.0,0.0,1065.0,296.0,381.0,11.0,11294.0,1366.0,1242.0,1285.0,796.0,1366.0,1108.0,37071,32813,23375,39881,42222.22222,331100,695,1298.0,808.0,46.0,318.0,84.0,36047047800
44455,36047048000,NY,Kings County,Census Tract 480,51000,35620,35644,1,3442.0,244.0,219.0,81.0,120.0,0.0,214.0,22.0,18.0,0.0,0.0,1746.0,764.0,1063.0,3102.0,2136.0,509.0,1949.0,1142.0,390.0,2439.0,1330.0,373.0,1104.0,56.0,1179.0,440.0,1048.0,377.0,64.0,93.0,2309.0,64.0,2006.0,595.0,3442.0,1109.0,139.0,759.0,172.0,2178.0,763.0,26.0,0.0,0.0,0.0,500.0,159.0,603.0,187.0,12473.0,1135.0,855.0,1099.0,735.0,1135.0,973.0,23475,24036,27969,24167,21250,261900,606,1101.0,681.0,26.0,142.0,221.0,36047048000
44456,36047048100,NY,Kings County,Census Tract 481,51000,35620,35644,1,2772.0,31.0,330.0,96.0,73.0,14.0,16.0,21.0,0.0,7.0,0.0,1025.0,235.0,664.0,2584.0,1604.0,676.0,1810.0,1199.0,403.0,2254.0,762.0,457.0,1184.0,135.0,1138.0,487.0,1049.0,297.0,101.0,83.0,2154.0,85.0,1870.0,537.0,2758.0,933.0,174.0,560.0,119.0,1027.0,327.0,132.0,25.0,47.0,45.0,1458.0,516.0,132.0,45.0,12624.0,1202.0,960.0,1134.0,854.0,1202.0,1129.0,21625,17935,36875,25270,32142.85714,231900,564,1137.0,602.0,32.0,434.0,44.0,36047048100
44457,36047048200,NY,Kings County,Census Tract 482,51000,35620,35644,1,5310.0,590.0,147.0,10.0,86.0,0.0,595.0,7.0,13.0,18.0,0.0,3362.0,1532.0,2202.0,4974.0,3616.0,1063.0,3637.0,1848.0,997.0,4221.0,2280.0,757.0,2040.0,219.0,2130.0,837.0,1821.0,448.0,65.0,209.0,4041.0,120.0,3183.0,908.0,5310.0,1640.0,285.0,1223.0,196.0,2866.0,869.0,514.0,75.0,8.0,8.0,624.0,242.0,1141.0,391.0,13663.0,1979.0,1798.0,1921.0,1264.0,1979.0,1841.0,22265,20441,37083,21779,25892.85714,211200,590,1922.0,1168.0,177.0,217.0,311.0,36047048200
44458,36047048400,NY,Kings County,Census Tract 484,51000,35620,35644,1,5169.0,541.0,76.0,0.0,0.0,6.0,299.0,11.0,8.0,0.0,6.0,2574.0,936.0,1687.0,4698.0,3500.0,842.0,2904.0,1472.0,721.0,3731.0,2081.0,575.0,1876.0,153.0,1899.0,811.0,1723.0,572.0,135.0,104.0,3486.0,129.0,3069.0,985.0,5149.0,1318.0,112.0,1205.0,202.0,3318.0,925.0,397.0,17.0,5.0,0.0,804.0,148.0,365.0,168.0,13567.0,1675.0,1462.0,1621.0,1131.0,1675.0,1533.0,29861,22022,40679,31473,23125,265900,685,1622.0,1027.0,179.0,275.0,87.0,36047048400
44459,36047048500,NY,Kings County,Census Tract 485,51000,35620,35644,1,1607.0,0.0,42.0,5.0,6.0,19.0,8.0,0.0,0.0,0.0,0.0,646.0,151.0,255.0,1473.0,1104.0,251.0,1008.0,708.0,118.0,1278.0,456.0,202.0,843.0,34.0,542.0,305.0,809.0,177.0,80.0,75.0,1217.0,38.0,1167.0,249.0,1593.0,254.0,0.0,340.0,32.0,235.0,31.0,143.0,42.0,0.0,0.0,1200.0,223.0,63.0,0.0,14002.869190000001,530.0,369.0,493.0,410.0,530.0,470.0,40397.26706,47778.69091,20919.53448,37455.28732,38529.41176,168028.5714,678.3530928,513.0,110.0,58.0,355.0,17.0,36047048500
44460,36047048600,NY,Kings County,Census Tract 486,51000,35620,35644,1,3657.0,101.0,144.0,9.0,19.0,6.0,47.0,19.0,0.0,0.0,7.0,2056.0,523.0,1205.0,3263.0,2590.0,642.0,2159.0,1447.0,346.0,2622.0,1515.0,254.0,1557.0,133.0,1260.0,557.0,1424.0,292.0,110.0,59.0,2485.0,29.0,2408.0,594.0,3649.0,1009.0,59.0,781.0,152.0,735.0,206.0,193.0,25.0,138.0,10.0,1160.0,261.0,1170.0,346.0,10066.0,1009.0,924.0,969.0,619.0,1009.0,881.0,30329,26420,60156,31298,31250,274600,683,968.0,311.0,69.0,269.0,266.0,36047048600
44461,36047048800,NY,Kings County,Census Tract 488,51000,35620,35644,1,4393.0,364.0,236.0,34.0,127.0,7.0,210.0,0.0,0.0,0.0,7.0,1927.0,703.0,1052.0,4002.0,2317.0,616.0,2689.0,1501.0,773.0,3250.0,1748.0,507.0,1763.0,113.0,1665.0,789.0,1650.0,613.0,110.0,178.0,3076.0,99.0,2698.0,891.0,4387.0,1194.0,131.0,950.0,177.0,2308.0,644.0,318.0,35.0,11.0,0.0,689.0,204.0,739.0,218.0,16206.0,1526.0,1416.0,1451.0,805.0,1526.0,1344.0,37115,36618,60208,36354,40694.44444,206000,647,1458.0,820.0,119.0,214.0,177.0,36047048800
44462,36047048900,NY,Kings County,Census Tract 489,51000,35620,35644,1,4020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,217.0,146.0,3709.0,1848.0,572.0,2153.0,1819.0,87.0,2858.0,765.0,789.0,1192.0,341.0,1680.0,626.0,851.0,104.0,82.0,16.0,2600.0,112.0,2320.0,914.0,3988.0,2136.0,223.0,942.0,383.0,0.0,0.0,1930.0,1177.0,54.0,19.0,2206.0,1065.0,0.0,0.0,8507.0,1427.0,1359.0,1370.0,469.0,1427.0,1411.0,12786, ,11949,14531, ,162500,216,1364.0,0.0,640.0,760.0,0.0,36047048900
44463,36047049000,NY,Kings County,Census Tract 490,51000,35620,35644,1,6153.0,974.0,116.0,21.0,15.0,0.0,957.0,8.0,17.0,0.0,0.0,3818.0,1487.0,2169.0,5649.0,4183.0,1052.0,3916.0,1919.0,1036.0,4861.0,2701.0,813.0,2400.0,250.0,2505.0,1041.0,2150.0,733.0,196.0,111.0,4612.0,67.0,4119.0,1430.0,6153.0,1672.0,294.0,1554.0,218.0,3553.0,1135.0,875.0,121.0,66.0,66.0,779.0,128.0,450.0,70.0,13900.0,2278.0,2093.0,2214.0,1531.0,2278.0,2074.0,27267,22299,51053,26313,19593.02326,225900,666,2223.0,1371.0,290.0,263.0,139.0,36047049000
44464,36047049100,NY,Kings County,Census Tract 491,51000,35620,35644,1,5448.705131000001,21.98267174,39.96849442,0.0,0.0,0.0,21.98267174,0.0,0.0,0.0,0.0,1939.471191,759.4014282,916.2777710000001,5087.989258,3435.292236,1392.9021,3707.077881,2603.94751,447.6471558,4350.570801,1915.4901120000002,1112.123413,2028.401123,203.839325,2355.143555,1061.163574,1824.561768,313.7526855,323.744812,35.97164536,4154.725098,250.8023071,3255.433838,817.3557129,5448.705131000001,1792.587036,417.6707764,1358.928833,264.7912903,292.7692261,93.92596436,1293.97998,346.72668460000006,24.98031044,24.98031044,2463.058594,892.2966309000001,1227.032837,450.64477539999996,13673.00013,2272.208984,1730.635864,2172.287842,870.3139648,2272.208984,2212.256104,24459.00115,26738.99979,27158.99902,18691.99946,22397.95957,9999.000188,403.0000127,2168.290771,179.85823059999998,674.4683838,914.2793579,392.6904602,36047049100
44465,36047049200,NY,Kings County,Census Tract 492,51000,35620,35644,1,3346.0,210.0,82.0,53.0,91.0,5.0,207.0,17.0,0.0,0.0,0.0,1811.0,811.0,853.0,3133.0,1912.0,396.0,2148.0,1048.0,650.0,2625.0,1208.0,477.0,1472.0,136.0,1379.0,614.0,1336.0,492.0,35.0,162.0,2487.0,91.0,2197.0,524.0,3346.0,953.0,138.0,768.0,119.0,1157.0,233.0,930.0,265.0,8.0,0.0,472.0,60.0,531.0,232.0,14840.0,1182.0,1089.0,1140.0,702.0,1182.0,952.0,30926,31000,45455,32069,20357.14286,227000,646,1138.0,448.0,314.0,134.0,133.0,36047049200
